class,number,section,time,room,prof,enrollment
 SPAN 205 - Español avanzado ,4301,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","KINGSTON RM104
KINGSTON RM104","Luengo Martinelli,Judit
Luengo Martinelli,Judit",22
 SPAN 354 - Cultura femenina latinoamericana ,5126,"001-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","KINGSTON RM108
KINGSTON RM108","Mennell,Jan D
Mennell,Jan D",10
 APSC 100B - Engineering Practice ,3860,"100-LEC
Regular",Th 1:30PM - 2:30PM,STIRLING AUD,"Blight,Stephen",221
 APSC 103 - First Year Engineering Design Project ,3937,"100-LEC
Regular",Th 1:30PM - 2:30PM,STIRLING AUD,Staff,221
 APSC 112 - Electricity And Magnetism ,3843,"205-TUT
Regular","Th 1:30PM - 2:30PM
Th 1:30PM - 2:30PM","JEFFERY RM115
WALTER LIGHT RM212","Staff
Staff",54
 BIOL 316 - Fisheries Biology ,1766,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","DUNNING RM14
DUNNING RM14
DUNNING RM14","Tufts,Bruce
Tufts,Bruce
Tufts,Bruce",145
 CHEM 222 - Methods of Structure Determination ,2679,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD","Macartney,Donal H
Macartney,Donal H
Macartney,Donal H",172
 CHEM 282 - General Organic Chemistry II ,2688,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Carran,John
Carran,John
Carran,John",229
 CHEM 322 - The Chemical Bond: Computation and Spectroscopy ,2695,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","CHERNOFF RM213
CHERNOFF RM213
CHERNOFF RM213","Carrington,Tucker
Carrington,Tucker
Carrington,Tucker",32
 CISC 271 - Scientific Computing ,3500,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","DUPUIS RM215
DUPUIS RM215
DUPUIS RM215","Ellis,Randy Evan
Ellis,Randy Evan
Ellis,Randy Evan",87
 CISC 490 - Topics in Computing Science I ,3512,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM225
JEFFERY RM225
JEFFERY RM225","Dawes,Robin W
Dawes,Robin W
Dawes,Robin W",20
 CISC 870 - Fuzzy Logics ,4255,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM225
JEFFERY RM225
JEFFERY RM225","Dawes,Robin W
Dawes,Robin W
Dawes,Robin W",20
 CIVL 231 - Solid Mechanics II ,1826,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","STIRLING RM C
STIRLING RM C
STIRLING RM C","Hoult,Neil
Hoult,Neil
Hoult,Neil",105
" DEVS 100B - Canada and the ""Third World"" ",1883,"006-TUT
Regular",Th 1:30PM - 2:30PM,ELLIS RM319,Staff,23
 ELEC 409 - Bioinformatic Analytics ,4980,"001-LEC
Regular","Mo 10:30AM - 11:30AM
Th 1:30PM - 2:30PM
Fr 3:30PM - 4:30PM","JEFFERY RM101
JEFFERY RM101
JEFFERY RM101","Khalifa,Shady
Khalifa,Shady
Khalifa,Shady",33
 ENCH 222 - Meth Struct Determination ,2720,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD","Macartney,Donal H
Macartney,Donal H
Macartney,Donal H",172
 ENCH 322 - Chem Bond: Comp & Spectro. ,2730,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","CHERNOFF RM213
CHERNOFF RM213
CHERNOFF RM213","Carrington,Tucker
Carrington,Tucker
Carrington,Tucker",32
 ENGL 100B - Introduction to Literary Study ,1986,"001-LEC
Regular","We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","BIOSCI AUD
BIOSCI AUD","Wallace,Molly
Wallace,Molly",162
 ENGL 866 - Topics in Contemporary Literature and Culture II ,6113,"001-SEM
Regular",Th 1:30PM - 4:00PM,JOHN WATSON RM406,"Ruffo,Armand",6
 ENPH 225 - Mechanics ,4716,"002-TUT
Regular",Th 1:30PM - 2:30PM,JEFFERY RM126,"Abdelqader,Majd",76
 ENPH 483 - Nanoscience & Nanotechnology ,4708,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Hughes,Stephen
Hughes,Stephen
Hughes,Stephen",13
 EPID 828 - Infectious Diseases ,6327,"001-LEC
Regular",Th 1:30PM - 4:30PM,TBA,Staff,21
 FOUN 102 - Historical and Philosophical Foundations of Education ,2535,"001-LEC
Education","TuTh 1:30PM - 2:30PM
Mo 1:30PM - 2:30PM
TuTh 1:30PM - 2:30PM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Bruno-Jofre,Rosa
Bruno-Jofre,Rosa
Bruno-Jofre,Rosa",474
 GEOE 319 - Applied Geophysics ,4121,"004-TUT
Regular",Th 1:30PM - 2:30PM,MILLER RM210,"Braun,Alexander",36
 GEOE 464 - Visualization in Geosciences ,4117,"001-LEC
Regular","Th 1:30PM - 2:30PM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","MILLER RM322
MILLER RM210
MILLER RM322","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",6
 GEOL 319 - Applied Geophysics ,4076,"004-TUT
Regular",Th 1:30PM - 2:30PM,MILLER RM210,"Braun,Alexander",36
 GEOL 464 - Visualization in the Geosciences ,4079,"001-LEC
Regular","Th 1:30PM - 2:30PM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","MILLER RM322
MILLER RM210
MILLER RM322","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",6
 GPHY 102 - Earth System Science ,2890,"013-TUT
Regular",Th 1:30PM - 2:30PM,MACINTOSH-CORRY RM E104,"Danby,Ryan,
Lamoureux,Scott",27
 HIST 240B - Issues in History ,2907,"002-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","ONTARIO RM206
ONTARIO RM206
ONTARIO RM206","Morrow,William S
Morrow,William S
Morrow,William S",8
 JAPN 100B - Introductory Japanese I ,4266,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","ONTARIO RM209
ONTARIO RM209
ONTARIO RM209","Takeuchi-Aoki,Keiko
Takeuchi-Aoki,Keiko
Takeuchi-Aoki,Keiko",32
 MATH 120B - Diff. & Integral Calculus ,4317,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A","Cellarosi,Francesco
Cellarosi,Francesco
Cellarosi,Francesco",137
 MATH 121B - Differential and Integral Calculus ,4384,"022-LDI
Regular",Th 1:30PM - 2:30PM,HUMPHREY AUD,"Ableson,Alan",191
 MATH 124 - Differential and Integral Calculus II ,4390,"022-LDI
Regular",Th 1:30PM - 2:30PM,HUMPHREY AUD,"Ableson,Alan",191
 MATH 225 - Ordinary Differential Equations ,4331,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Biswas,Arunabha
Biswas,Arunabha
Biswas,Arunabha",88
 MATH 272 - Applications of Numerical Methods ,4335,"004-TUT
Regular","Th 1:30PM - 2:30PM
Th 1:30PM - 2:30PM","JEFFERY RM155
JEFFERY RM157","Staff
Staff",63
 MATH 335 - Mathematics of Engineering Systems ,4344,"002-TUT
Regular",Th 1:30PM - 2:30PM,ELLIS RM324,Staff,63
" MATH 439 - Lagrangian Mechanics, Dynamics, and Control ",4346,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM102
JEFFERY RM102
JEFFERY RM102","Lewis,Andrew D
Lewis,Andrew D
Lewis,Andrew D",19
 MATH 836 - Lagrangian Mechanics. Dynamics & Control ,5659,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM102
JEFFERY RM102
JEFFERY RM102","Lewis,Andrew D
Lewis,Andrew D
Lewis,Andrew D",19
 MECH 371 - Fracture Mech & Dislocation ,4459,"002-TUT
Regular",Th 1:30PM - 2:30PM,ELLIS RM327,"Krstic,Vladimir",74
 MICR 461 - Advanced Immunology ,1079,"001-LEC
Regular",Th 1:30PM - 2:30PM,BOTTER RM B129,"Basta,Sameh,
Ellis,Anne K,
Gee,Katrina,
Szewczuk,Myron R,
Tayade,Chandrakant",36
 MINE 459 - Reliability Maintenance Risk ,5306,"001-LEC
Regular","We 11:30AM - 1:30PM
Th 1:30PM - 2:30PM","JEFFERY RM234
WALTER LIGHT RM210","Daneshmend,Laeeque K
Daneshmend,Laeeque K",52
 MINE 851 - Maintenance Engineering ,5793,"001-LEC
Regular","We 11:30AM - 1:30PM
Th 1:30PM - 2:30PM","JEFFERY RM234
WALTER LIGHT RM210","Daneshmend,Laeeque K
Daneshmend,Laeeque K",52
 MINE 897B - Graduate Seminar ,5802,"001-LEC
Regular",Th 1:30PM - 2:30PM,GOODWIN RM247,"Archibald,James F",11
 MPA 812 - Law And Public Policy ,6128,"001-LEC
Regular",Th 1:30PM - 4:30PM,TBA,"Fraser,Alison",16
 MTHE 225 - Ordinary Differential Equations ,4423,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Biswas,Arunabha
Biswas,Arunabha
Biswas,Arunabha",88
 MTHE 272 - Applications Numerical Methods ,4404,"004-TUT
Regular","Th 1:30PM - 2:30PM
Th 1:30PM - 2:30PM","JEFFERY RM155
JEFFERY RM157","Staff
Staff",63
 MTHE 335 - Math Of Engineering Systems ,4413,"002-TUT
Regular",Th 1:30PM - 2:30PM,ELLIS RM324,Staff,63
" MTHE 439 - Lagrangian Mechcanics, Dynamics Control ",4398,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM102
JEFFERY RM102
JEFFERY RM102","Lewis,Andrew D
Lewis,Andrew D
Lewis,Andrew D",19
 PHIL 115B - Fundamental Questions ,5216,"006-TUT
Regular",Th 1:30PM - 2:30PM,MACINTOSH-CORRY RM A311,"Davies,Jacqueline M",24
 PHYS 260 - The Physics of Light and Colour ,5273,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","STIRLING RM414
STIRLING RM414
STIRLING RM414","Courteau,Stephane
Courteau,Stephane
Courteau,Stephane",15
 PHYS 483 - Nanoscience and Nanotechnology ,4670,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Hughes,Stephen
Hughes,Stephen
Hughes,Stephen",13
 POLS 110B - Introduction to Politics and Government ,4736,"006-TUT
Regular",Th 1:30PM - 2:30PM,MACINTOSH-CORRY RM D326,Staff,19
 POLS 110B - Introduction to Politics and Government ,4743,"013-TUT
Regular",Th 1:30PM - 2:30PM,MACINTOSH-CORRY RM C508,Staff,18
 PROF 180B - School Law and Policy ,5571,"001-LEC
Education","Fr 1:30PM - 2:30PM
Th 1:30PM - 2:30PM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Kutsyuruba,Benjamin
Kutsyuruba,Benjamin",247
 PROF 181B - School Law and Policy ,5572,"001-LEC
Education","Fr 1:30PM - 2:30PM
Th 1:30PM - 2:30PM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Kutsyuruba,Benjamin
Kutsyuruba,Benjamin",247
 PSYC 100B - Principles of Psychology ,3381,"004-LEC
Regular",Th 1:30PM - 2:30PM,DUNNING AUD,"Atkinson,Jill L,
Pukall,Caroline Frieda",424
 PSYC 100B - Principles of Psychology ,3414,"037-LAB
Regular",Th 1:30PM - 2:30PM,HUMPHREY RM131,Staff,30
 SOFT 437 - Performance Analysis ,5017,"001-LEC
Regular","Mo 12:30PM - 1:30PM
We 11:30AM - 12:30PM
Th 1:30PM - 2:30PM","JEFFERY RM118
JEFFERY RM118
JEFFERY RM118","Zou,Ying
Zou,Ying
Zou,Ying",68
 APSC 132 - Chemistry and its Applications ,3810,"102-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William",253
 APSC 132 - Chemistry and its Applications ,3985,"103-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William",253
 APSC 142 - Intro Computer Program Engrs ,3828,"303-LAB
Regular","Th 2:30PM - 4:30PM
Th 2:30PM - 4:30PM","BEAMISH-MUNRO RM212
BEAMISH-MUNRO RM214","Staff
Staff",71
 APSC 142 - Intro Computer Program Engrs ,3913,"313-LAB
Regular","Th 2:30PM - 4:30PM
Th 2:30PM - 4:30PM","BEAMISH-MUNRO RM212
BEAMISH-MUNRO RM214","Staff
Staff",71
 APSC 171 - Calculus I ,5402,"900-LEC
6 wk Win","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Pond,Geoffrey
Pond,Geoffrey
Pond,Geoffrey",55
 APSC 172 - Calculus II ,5408,"900-LEC
12 wk Win","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM
Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128
JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Bolkhari,Hadiseh
Bolkhari,Hadiseh
Bolkhari,Hadiseh
Bolkhari,Hadiseh
Bolkhari,Hadiseh
Bolkhari,Hadiseh",59
 APSC 174 - Introduction To Linear Algebra ,3765,"100-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","ELLIS AUD
ELLIS AUD
ELLIS AUD","Alajaji,Fady I
Alajaji,Fady I
Alajaji,Fady I",209
 APSC 200 - Engineering Design & Practice II ,3790,"201-STD
Regular","Tu 4:30PM - 6:30PM
Th 2:30PM - 4:30PM
Tu 4:30PM - 6:30PM
Th 2:30PM - 4:30PM","BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313B
BEAMISH-MUNRO RM313B","Parent,Scott J,
Sneep,Jan
Parent,Scott J,
Sneep,Jan
Parent,Scott J,
Sneep,Jan
Parent,Scott J,
Sneep,Jan",63
 ARTF 128 - Introductory Fine Art II ,1935,"001-LLB
Regular","Mo 11:30AM - 2:30PM
Tu 11:30AM - 2:30PM
We 11:30AM - 2:30PM
Th 2:30PM - 5:30PM
Mo 11:30AM - 2:30PM
Tu 11:30AM - 2:30PM
We 11:30AM - 2:30PM
Th 2:30PM - 5:30PM","TBA
TBA
TBA
TBA
TBA
TBA
TBA
TBA","Sellars,Kathleen E
Sellars,Kathleen E
Sellars,Kathleen E
Sellars,Kathleen E
Dhaliwal,Sarindar
Dhaliwal,Sarindar
Dhaliwal,Sarindar
Dhaliwal,Sarindar",25
 ARTF 228 - Intermediate Fine Art II ,1936,"001-LAB
Regular","MoTuWe 11:30AM - 2:30PM
Th 2:30PM - 5:30PM
MoTuWe 11:30AM - 2:30PM
Th 2:30PM - 5:30PM","ONTARIO RM405
ONTARIO RM405
ONTARIO RM107
ONTARIO RM107","Aziz,Sylvat
Aziz,Sylvat
Staff
Staff",16
 ARTF 228 - Intermediate Fine Art II ,1944,"002-LAB
Regular","MoTuWe 11:30AM - 2:30PM
Th 2:30PM - 5:30PM
MoTuWe 11:30AM - 2:30PM
Th 2:30PM - 5:30PM","ONTARIO RM107
ONTARIO RM107
ONTARIO RM405
ONTARIO RM405","Staff
Staff
Staff
Staff",14
 ARTF 338 - Advanced Programs II ,1937,"001-LLB
Regular","MoTuWe 11:30AM - 2:30PM
Th 2:30PM - 5:30PM","ONTARIO RM410
ONTARIO RM410","Winton,Jan
Winton,Jan",16
 ARTF 338 - Advanced Programs II ,1938,"002-LLB
Regular","MoTuWe 11:30AM - 2:30PM
Th 2:30PM - 5:30PM","ONTARIO STU
ONTARIO STU","Tamasauskas,Otis C K
Tamasauskas,Otis C K",4
 ARTH 120B - Art in the West from Antiquity to Modernity ,1255,"005-TUT
Regular",Th 2:30PM - 3:30PM,MACINTOSH-CORRY RM D122,Staff,22
 ARTH 415 - Topics in Medieval Art History ,1281,"001-SEM
Regular",Th 2:30PM - 5:30PM,ONTARIO RM210,"Reeve,Matthew M",5
 BIOL 343 - Data Analysis for Biologists ,1395,"003-TUT
Regular",Th 2:30PM - 3:30PM,BIOSCI RM2306,"Eckert,Christopher G",23
 CHEE 218 - Laboratory Projects I ,2274,"001-LAB
Regular","Th 2:30PM - 5:30PM
Tu 8:30AM - 11:30AM","DUPUIS LAB
DUPUIS LAB","Poirier,David
Poirier,David",56
 CHEM 112B - General Chemistry ,2662,"018-LAB
Regular",Th 2:30PM - 5:30PM,CHERNOFF RM202,Staff,37
 CHEM 112B - General Chemistry ,2663,"019-LAB
Regular",Th 2:30PM - 5:30PM,CHERNOFF RM206B,Staff,75
 CHEM 282 - General Organic Chemistry II ,2693,"006-LAB
Regular",Th 2:30PM - 5:30PM,CHERNOFF RM118,Staff,87
 CHEM 397B - Experimental Chemistry ,2700,"002-LAB
Regular","Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM","CHERNOFF RM122
CHERNOFF RM122","Kozin,Igor
Kozin,Igor",24
 CHEM 399 - Experimental Chemistry II ,2702,"002-LAB
Regular","Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM","CHERNOFF RM122
CHERNOFF RM122","Kozin,Igor
Kozin,Igor",24
 CISC 496 - Game Development Project ,3505,"001-LEC
Regular",Th 2:30PM - 5:30PM,BOTTER RM B129,"Graham,Thomas Craig Nicholas",5
 CIVL 436 - Prestressed Concrete ,1834,"001-LEC
Regular","We 2:30PM - 3:30PM
Mo 3:30PM - 4:30PM
Th 2:30PM - 3:30PM","ELLIS RM324
ELLIS RM324
ELLIS RM324","Fam,Amir Z,
Sarhat,Salah R.
Fam,Amir Z,
Sarhat,Salah R.
Fam,Amir Z,
Sarhat,Salah R.",42
 CLST 405 - The Topography of Rome ,1801,"001-LSM
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","DUNNING RM10
DUNNING RM10","Reeves,M. Barbara
Reeves,M. Barbara",16
 COCA 201 - Intro Comp & Creative Arts ,4259,"001-LEC
Regular",Th 2:30PM - 5:30PM,BEAMISH-MUNRO RM213,"Vertegaal,Roel",17
 COMM 132 - Marketing II ,4291,"004-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","GOODES RM141
GOODES RM141","Brower,Jacob
Brower,Jacob",81
 COMM 353 - Managing Across Cultures ,3744,"003-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","GOODES RM304
GOODES RM304","Roy,Jean-Paul
Roy,Jean-Paul",53
 COMM 407 - Critical Perspectives On Busin ,3703,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","GOODES RM102
GOODES RM102","Swift,Jamie
Swift,Jamie",43
 COMM 434 - Sales Management ,3688,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","GOODES RM 101
GOODES RM 101","Hamilton,Jim
Hamilton,Jim",46
 DEVS 221 - Topics in Aboriginal Studies ,1903,"001-LEC
Regular",Th 2:30PM - 5:30PM,DUNNING RM12,"Lovelace,Robert",74
 DRAM 311 - Theatre for Young Audiences ,2402,"001-SEM
Regular",Th 2:30PM - 5:30PM,THEOLOGICAL RM102,"Renders,Kim",42
 ECON 239 - Economic Development ,1980,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","KINGSTON RM101
KINGSTON RM101","Lloyd-Ellis,Huw
Lloyd-Ellis,Huw",136
 ENCH 399 - Experimental Chemistry II ,2735,"002-LAB
Regular","Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM","CHERNOFF RM122
CHERNOFF RM122","Kozin,Igor
Kozin,Igor",24
 ENGL 100B - Introduction to Literary Study ,1988,"003-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM","HUMPHREY AUD
HUMPHREY AUD","Fanning,Christopher J
Fanning,Christopher J",174
 ENGL 160B - Modern Prose Fiction ,2010,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","JEFFERY RM126
JEFFERY RM126","May,Robert G
May,Robert G",64
 ENGL 257 - Elizabethan Shakespeare ,2017,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","BOTTER RM B139
BOTTER RM B139","Goff,Allison Grace Lockhart
Goff,Allison Grace Lockhart",55
 ENGL 347B - American Literature and the Long 19th Century ,2026,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","NICOL RM232
NICOL RM232","Murray,Laura J
Murray,Laura J",24
 ENGL 464B - Literary Modernism ,2037,"001-SEM
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","MACINTOSH-CORRY RM E230
MACINTOSH-CORRY RM E230","Rae,Patricia M
Rae,Patricia M",17
 ENPH 317 - Mathematical Methods in Physics II ,5279,"001-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Widrow,Lawrence M
Widrow,Lawrence M
Widrow,Lawrence M",47
 ENPH 453 - Advanced Physics Laboratory ,4706,"001-LAB
Regular","Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Tu 2:30PM - 5:30PM","STIRLING RM503
STIRLING RM504
STIRLING RM505
STIRLING RM506
STIRLING RM507
STIRLING RM508
STIRLING RM509","Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang",77
 ENSC 301 - Environmental Assessment ,2052,"001-LEC
Regular",Th 2:30PM - 5:30PM,MILLER RM201,"Kuyvenhoven,Cassandra",91
" FILM 110B - Film, Culture and Communication ",2100,"012-TUT
Regular",Th 2:30PM - 4:00PM,ELLIS RM218,Staff,24
" FILM 110B - Film, Culture and Communication ",2139,"013-TUT
Regular",Th 2:30PM - 4:00PM,KINGSTON RM204,Staff,22
" FILM 110B - Film, Culture and Communication ",2145,"015-TUT
Regular",Th 2:30PM - 4:00PM,KINGSTON RM205,Staff,23
" FILM 110B - Film, Culture and Communication ",2148,"016-TUT
Regular",Th 2:30PM - 4:00PM,ONTARIO RM209,Staff,20
 FILM 250B - Fundamentals of Media Production ,2339,"007-LAB
Regular","Th 2:30PM - 4:00PM
Th 2:30PM - 4:00PM","IBCPA RM118
IBCPA RM336","Staff
Staff",14
 FREN 304 - Introduction à la littérature française du Moyen Age ,2553,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","KINGSTON RM308
KINGSTON RM308","Rouget,Francois
Rouget,Francois",28
 FREN 404 - Introduction à la littérature française du Moyen Age ,3165,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","KINGSTON RM308
KINGSTON RM308","Rouget,Francois
Rouget,Francois",28
 GEOE 462 - Advanced Petrogenesis and Metallogenesis ,4123,"002-LAB
Regular",Th 2:30PM - 5:30PM,BRUCE RM352,"Olivo,Gema Ribeiro",10
 GEOL 106 - Environmental Geology and Natural Hazards ,4054,"001-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","DUNNING AUD
DUNNING AUD
DUNNING AUD","Hanes,John A
Hanes,John A
Hanes,John A",301
 GEOL 362 - Petrology Applied to Ore Deposit ,5070,"005-LAB
Regular",Th 2:30PM - 5:30PM,MILLER RM329,"Olivo,Gema Ribeiro",11
 GEOL 462 - Advanced Petrogenesis and Metallogenesis ,4078,"002-LAB
Regular",Th 2:30PM - 5:30PM,BRUCE RM352,"Olivo,Gema Ribeiro",10
 GNDS 445 - Feminist and Queer Ethnography ,2645,"001-LSM
Regular",Th 2:30PM - 5:30PM,ONTARIO RM206,"Morgensen,Scott",10
 GPHY 102 - Earth System Science ,2889,"012-TUT
Regular",Th 2:30PM - 3:30PM,MACINTOSH-CORRY RM E104,"Danby,Ryan,
Lamoureux,Scott",27
 GPHY 228 - Geography of the Global Political Economy ,2861,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","STIRLING RM C
STIRLING RM C","Mullings,Beverley A
Mullings,Beverley A",97
 HIST 122B - Making of the Modern World ,2756,"003-SEM
Regular",Th 2:30PM - 4:00PM,JEFFERY RM102,"Couchman,Michael",34
 HIST 124B - Canada in the World ,2764,"002-SEM
Regular",Th 2:30PM - 4:00PM,GOODWIN RM247,"Dougherty,Sarah Elizabeth",33
 HIST 312B - Canadian Social History ,2913,"001-SEM
Regular",Th 2:30PM - 5:30PM,MACINTOSH-CORRY RM A311,"Maynard,Steven J",23
" HIST 313B - British North America, 1759-1867 ",2779,"001-SEM
Regular",Th 2:30PM - 5:30PM,ONTARIO RM207,"McNairn,Jeffrey L",15
 HIST 404 - Themes in Diaspora History ,2937,"001-SEM
Regular",Th 2:30PM - 5:30PM,JOHN WATSON RM122,"Pande,Ishita",13
 HIST 449 - Topics in Medieval Mediterranean History ,2940,"001-SEM
Regular",Th 2:30PM - 5:30PM,MACINTOSH-CORRY RM D405,"Adelman,Howard,
Husain,Adnan",20
